timestamp,step,total_steps,consumed_samples,elapsed_ms,learning_rate,global_batch_size,lm_loss,loss_scale,grad_norm,skipped_iterations,nan_iterations,step_time_s,tflops_per_gpu,step_time_source,progress,epoch,samples_per_sec,tokens_per_sec,tokens_per_sec_per_gpu,perplexity,is_checkpoint_step,status,lm_loss_rolling_mean,step_time_rolling_mean_s
2026-08-27 11:04:36,40,276,320,44004.0,9.703952e-05,8,0.4306305,1.0,0.139,0,0,44.0,254.4,Step Time,0.14492753623188406,0.29038112522686027,0.18181818181818182,17873.454545454544,2234.181818181818,1.5382270700342897,False,,0.47220876,45.095
2026-08-27 11:05:15,41,276,328,38399.1,9.684773e-05,8,0.489008,1.0,0.101,0,0,38.4,291.5,Step Time,0.14855072463768115,0.29764065335753176,0.20833333333333334,20480.0,2560.0,1.6306977651514878,False,,0.47511786999999994,44.449
2026-08-27 11:06:01,42,276,336,45667.3,9.665016e-05,8,0.5524068,1.0,1.743,0,0,45.67,245.1,Step Time,0.15217391304347827,0.30490018148820325,0.1751696956426538,17219.88176045544,2152.48522005693,1.7374296353561316,False,grad_norm_spike,0.47818086,44.391
2026-08-27 11:06:46,43,276,344,45145.9,9.644681e-05,8,0.4414585,1.0,0.105,0,0,45.15,248.0,Step Time,0.15579710144927536,0.3121597096188748,0.17718715393134,17418.205980066447,2177.275747508306,1.554973494269392,False,,0.48184105,43.684
2026-08-27 11:07:34,44,276,352,48798.0,9.623774e-05,8,0.4912572,1.0,0.139,0,0,48.8,229.4,Step Time,0.15942028985507245,0.3194192377495463,0.1639344262295082,16115.409836065575,2014.426229508197,1.634369658428067,False,,0.48314596,44.7
2026-08-27 11:08:05,45,276,360,30662.6,9.602294e-05,8,0.4702088,1.0,0.15,0,0,30.66,365.1,Step Time,0.16304347826086957,0.32667876588021777,0.2609262883235486,25650.09784735812,3206.262230919765,1.600328306885157,False,,0.48372542999999996,43.261
2026-08-27 11:08:50,46,276,368,45063.6,9.580248e-05,8,0.4923773,1.0,0.132,0,0,45.06,248.4,Step Time,0.16666666666666666,0.3339382940108893,0.17754105636928538,17452.99600532623,2181.6245006657787,1.6362013415250847,False,,0.48986663999999996,43.876999999999995
2026-08-27 11:09:21,47,276,376,30969.4,9.557636e-05,8,0.3864823,1.0,0.086,0,0,30.97,361.5,Step Time,0.17028985507246377,0.3411978221415608,0.2583144979011947,25393.348401679046,3174.168550209881,1.4717943460759098,False,,0.48037022,42.521
2026-08-27 11:10:13,48,276,384,51968.9,9.534463e-05,8,0.3797212,1.0,0.1,0,0,51.97,215.4,Step Time,0.17391304347826086,0.3484573502722323,0.1539349624783529,15132.422551472004,1891.5528189340005,1.4618769613166902,False,,0.45687581999999993,42.542
2026-08-27 11:10:51,49,276,392,38237.6,9.510731e-05,8,0.505878,1.0,0.158,0,0,38.24,292.7,Step Time,0.17753623188405798,0.35571687840290384,0.20920502092050208,20565.690376569037,2570.7112970711296,1.6584409926065875,False,,0.46394286000000007,41.892
2026-08-27 11:11:30,50,276,400,38291.7,9.486443e-05,8,0.4012257,1.0,0.119,0,0,38.29,292.3,Step Time,0.18115942028985507,0.3629764065335753,0.20893183598850876,20538.835205014366,2567.3544006267957,1.493654348245479,False,,0.46100238000000004,41.321
2026-08-27 11:12:22,51,276,408,52151.1,9.461604e-05,8,0.4557132,1.0,0.303,0,0,52.15,214.6,Step Time,0.18478260869565216,0.3702359346642468,0.15340364333652926,15080.191754554171,1885.0239693192714,1.5772979108497238,False,,0.45767290000000005,42.696
2026-08-27 11:13:14,52,276,416,52417.4,9.436216e-05,8,0.4466933,1.0,0.088,0,0,52.42,213.6,Step Time,0.18840579710144928,0.37749546279491836,0.15261350629530712,15002.518122853871,1875.314765356734,1.5631348123139128,False,,0.44710155,43.370999999999995
