timestamp,step,total_steps,consumed_samples,elapsed_ms,learning_rate,global_batch_size,lm_loss,loss_scale,grad_norm,skipped_iterations,nan_iterations,step_time_s,tflops_per_gpu,step_time_source,progress,epoch,samples_per_sec,tokens_per_sec,tokens_per_sec_per_gpu,perplexity,is_checkpoint_step,status,lm_loss_rolling_mean,step_time_rolling_mean_s
2026-08-27 11:13:52,53,276,424,37978.8,9.410284e-05,8,0.4707634,1.0,0.213,0,0,37.98,294.7,Step Time,0.19202898550724637,0.38475499092558985,0.21063717746182203,20706.47709320695,2588.309636650869,1.601216095125079,False,,0.45003203999999997,42.654
2026-08-27 11:14:37,54,276,432,44631.9,9.38381e-05,8,0.4581484,1.0,0.195,0,0,44.63,250.8,Step Time,0.1956521739130435,0.39201451905626133,0.17925162446784673,17621.151691687206,2202.6439614609008,1.581143627366167,True,,0.44672115999999995,42.237
2026-08-27 11:15:36,55,276,440,49829.3,9.356799e-05,8,0.4345212,1.0,0.108,0,0,49.83,224.6,Step Time,0.19927536231884058,0.3992740471869328,0.16054585591009432,15782.299819385913,1972.7874774232391,1.5442235077014101,False,,0.44315240000000006,44.154
2026-08-27 11:16:08,56,276,448,31501.2,9.329252e-05,8,0.400674,1.0,0.148,0,0,31.5,355.4,Step Time,0.2028985507246377,0.40653357531760437,0.25396825396825395,24966.095238095237,3120.7619047619046,1.4928305264136998,False,,0.43398207,42.798
2026-08-27 11:16:45,57,276,456,36981.8,9.301177e-05,8,0.3654854,1.0,0.523,0,0,36.98,302.7,Step Time,0.20652173913043478,0.41379310344827586,0.2163331530557058,21266.414277988104,2658.301784748513,1.4412134033782626,False,,0.43188237999999995,43.399
2026-08-27 11:17:22,58,276,464,37724.5,9.272575e-05,8,0.350167,1.0,0.122,0,0,37.72,296.7,Step Time,0.21014492753623187,0.42105263157894735,0.21208907741251326,20849.204665959704,2606.150583244963,1.4193045526631614,False,,0.42892695999999997,41.974000000000004
2026-08-27 11:18:08,59,276,472,45373.6,9.243451e-05,8,0.8179373,1.0,4.469,0,0,45.37,246.7,Step Time,0.213768115942029,0.4283121597096189,0.1763279700242451,17333.74476526339,2166.7180956579236,2.2658213043815176,False,grad_norm_spike,0.46013289,42.687
2026-08-27 11:18:38,60,276,480,30480.3,9.213809e-05,8,0.4227412,1.0,0.128,0,0,30.48,367.3,Step Time,0.21739130434782608,0.4355716878402904,0.26246719160104987,25801.574803149604,3225.1968503937005,1.5261392800079303,False,,0.46228444,41.906
2026-08-27 11:19:24,61,276,488,45410.0,9.183652e-05,8,0.4554477,1.0,0.133,0,0,45.41,246.5,Step Time,0.2210144927536232,0.44283121597096187,0.1761726491962123,17318.476106584454,2164.8095133230568,1.5768791938415356,False,,0.46225788999999995,41.232
2026-08-27 11:20:16,62,276,496,51877.0,9.152985e-05,8,0.5616026,1.0,10.034,0,0,51.88,215.8,Step Time,0.2246376811594203,0.4500907441016334,0.15420200462606012,15158.673862760215,1894.834232845027,1.7534803773960335,False,grad_norm_spike,0.47374881999999996,41.178
2026-08-27 11:20:54,63,276,504,37895.1,9.121813e-05,8,0.4733364,1.0,0.131,0,0,37.9,295.4,Step Time,0.22826086956521738,0.4573502722323049,0.21108179419525067,20750.184696569922,2593.7730870712403,1.6053413289753171,False,,0.47400612,41.17
2026-08-27 11:21:39,64,276,512,45047.9,9.090139e-05,8,0.4515996,1.0,0.141,0,0,45.05,248.5,Step Time,0.2318840579710145,0.4646098003629764,0.17758046614872366,17456.87014428413,2182.1087680355163,1.5708228651683416,False,,0.47335123999999995,41.212
2026-08-27 11:22:16,65,276,520,37560.2,9.057968e-05,8,0.5518121,1.0,0.144,0,0,37.56,298.0,Step Time,0.23550724637681159,0.47186932849364793,0.21299254526091585,20938.019169329073,2617.252396166134,1.7363966931278003,False,,0.48508033,39.985
2026-08-27 11:23:09,66,276,528,53277.8,9.025304e-05,8,0.3884905,1.0,0.178,0,0,53.28,210.1,Step Time,0.2391304347826087,0.4791288566243194,0.15015015015015015,14760.36036036036,1845.045045045045,1.4747529732449272,False,,0.48386198,42.163
2026-08-27 11:23:40,67,276,536,30280.1,8.992153e-05,8,0.5051699,1.0,0.33,0,0,30.28,369.7,Step Time,0.2427536231884058,0.4863883847549909,0.2642007926023778,25971.994715984147,3246.4993394980183,1.6572670662174118,False,,0.49783042999999993,41.493
2026-08-27 11:24:11,68,276,544,31384.5,8.958518e-05,8,0.4425611,1.0,0.174,0,0,31.38,356.7,Step Time,0.2463768115942029,0.49364791288566245,0.25493945188017847,25061.567877629062,3132.695984703633,1.5566889536031099,False,,0.50706984,40.858999999999995
2026-08-27 11:24:56,69,276,552,44517.4,8.924404e-05,8,0.4931487,1.0,0.13,0,0,44.52,251.5,Step Time,0.25,0.5009074410163339,0.17969451931716082,17664.690026954177,2208.086253369272,1.6374639941824545,False,,0.47459098,40.774
2026-08-27 11:25:43,70,276,560,46923.1,8.889817e-05,8,0.3664577,1.0,0.13,0,0,46.92,238.6,Step Time,0.2536231884057971,0.5081669691470054,0.17050298380221654,16761.125319693096,2095.140664961637,1.442615376629215,False,,0.46896262999999994,42.418
2026-08-27 11:26:35,71,276,568,52462.6,8.85476e-05,8,0.4797792,1.0,0.11,0,0,52.46,213.4,Step Time,0.2572463768115942,0.515426497277677,0.15249714067861228,14991.0789172703,1873.8848646587876,1.6157176123559367,False,,0.47139578000000004,43.123000000000005
2026-08-27 11:27:13,72,276,576,37923.1,8.819238e-05,8,0.5609809,1.0,0.219,0,0,37.92,295.2,Step Time,0.2608695652173913,0.5226860254083484,0.21097046413502107,20739.24050632911,2592.405063291139,1.752390577444823,False,,0.47133361,41.727
2026-08-27 11:27:44,73,276,584,31508.1,8.783257e-05,8,0.3509277,1.0,0.149,0,0,31.51,355.3,Step Time,0.2644927536231884,0.52994555353902,0.25388765471278957,24958.172008886067,3119.7715011107584,1.420384628391092,False,,0.45909274,41.088
2026-08-27 11:28:29,74,276,592,44720.6,8.746822e-05,8,0.482789,1.0,0.239,0,0,44.72,250.3,Step Time,0.26811594202898553,0.5372050816696915,0.17889087656529518,17585.688729874775,2198.211091234347,1.6205879248822892,False,,0.46221167999999996,41.055
2026-08-27 11:29:07,75,276,600,37590.6,8.709936e-05,8,0.4816771,1.0,0.185,0,0,37.59,297.8,Step Time,0.2717391304347826,0.5444646098003629,0.21282255919127427,20921.308858739023,2615.163607342378,1.6187869945813576,False,,0.45519818,41.05800000000001
2026-08-27 11:29:38,76,276,608,31328.1,8.672607e-05,8,0.3544524,1.0,0.109,0,0,31.33,357.3,Step Time,0.2753623188405797,0.5517241379310345,0.2553463134375998,25101.563996169807,3137.695499521226,1.4253998915475425,False,,0.45179437,38.863
2026-08-27 11:30:16,77,276,616,38188.5,8.634838e-05,8,0.3844348,1.0,0.168,0,0,38.19,293.1,Step Time,0.27898550724637683,0.558983666061706,0.2094789211835559,20592.615868028282,2574.0769835035353,1.4687839301173597,False,,0.43972086,39.654
2026-08-27 11:30:53,78,276,624,37151.6,8.596636e-05,8,0.5071815,1.0,0.137,0,0,37.15,301.3,Step Time,0.2826086956521739,0.5662431941923775,0.21534320323014805,21169.098250336476,2646.1372812920595,1.6606041799915365,False,,0.4461829,40.231
2026-08-27 11:31:38,79,276,632,44921.0,8.558004e-05,8,0.3491994,1.0,0.135,0,0,44.92,249.2,Step Time,0.286231884057971,0.573502722323049,0.17809439002671415,17507.39091718611,2188.4238646482636,1.4179318977755346,False,,0.43178796999999997,40.271
2026-08-27 11:32:09,80,276,640,30561.7,8.518949e-05,8,0.4184013,1.0,0.157,0,0,30.56,366.3,Step Time,0.2898550724637681,0.5807622504537205,0.2617801047120419,25734.031413612567,3216.753926701571,1.5195303395900157,False,,0.43698233000000003,38.635000000000005
2026-08-27 11:32:33,81,276,648,24320.2,8.479476e-05,8,0.4375924,1.0,0.141,0,0,24.32,460.3,Step Time,0.29347826086956524,0.588021778584392,0.32894736842105265,32336.842105263157,4042.1052631578946,1.5489734171657012,True,,0.43276364999999994,35.821
2026-08-27 11:33:25,82,276,656,41198.6,8.439591e-05,8,0.3398337,1.0,0.142,0,0,41.2,271.7,Step Time,0.2971014492753623,0.5952813067150635,0.1941747572815534,19088.155339805824,2386.019417475728,1.4047139672056037,False,,0.41064892999999997,36.149
2026-08-27 11:34:05,83,276,664,39809.5,8.399299e-05,8,0.5049136,1.0,0.189,0,0,39.81,281.2,Step Time,0.3007246376811594,0.6025408348457351,0.20095453403667418,19754.63451394122,2469.3293142426523,1.65684236309637,False,,0.42604752,36.979
2026-08-27 11:34:43,84,276,672,38073.8,8.358605e-05,8,0.321946,1.0,0.149,0,0,38.07,294.0,Step Time,0.30434782608695654,0.6098003629764065,0.21013921723141582,20657.5256107171,2582.1907013396376,1.3798102641911807,False,,0.40996322,36.314
2026-08-27 11:35:21,85,276,680,37934.2,8.317516e-05,8,0.4632955,1.0,0.165,0,0,37.93,295.1,Step Time,0.3079710144927536,0.617059891107078,0.21091484313208542,20733.772739256525,2591.7215924070656,1.5893029120442597,False,,0.40812506,36.348
2026-08-27 11:36:00,86,276,688,38445.3,8.276037e-05,8,0.3990756,1.0,0.122,0,0,38.45,291.2,Step Time,0.3115942028985507,0.6243194192377496,0.20806241872561768,20453.36801040312,2556.67100130039,1.490446292087973,False,,0.41258738,37.06
2026-08-27 11:36:37,87,276,696,37085.8,8.234173e-05,8,0.4522997,1.0,0.172,0,0,37.09,301.8,Step Time,0.31521739130434784,0.631578947368421,0.2156915610676732,21203.343219196548,2650.4179023995684,1.5719229833076664,False,,0.41937387,36.95
2026-08-27 11:37:01,88,276,704,24054.2,8.19193e-05,8,0.5091081,1.0,0.189,0,0,24.05,465.4,Step Time,0.3188405797101449,0.6388384754990926,0.3326403326403326,32699.875259875258,4087.4844074844073,1.66380658388983,False,,0.41956653,35.64
2026-08-27 11:37:45,89,276,712,44515.8,8.149316e-05,8,0.5619521,1.0,1.399,0,0,44.52,251.5,Step Time,0.322463768115942,0.6460980036297641,0.17969451931716082,17664.690026954177,2208.086253369272,1.7540933258944442,False,,0.4408418,35.6
2026-08-27 11:38:15,90,276,720,30140.5,8.106334e-05,8,0.4535092,1.0,0.136,0,0,30.14,371.4,Step Time,0.32608695652173914,0.6533575317604355,0.26542800265428,26092.634372926343,3261.579296615793,1.5738253743950712,False,,0.44435259,35.55800000000001
2026-08-27 11:38:46,91,276,728,30744.3,8.062991e-05,8,0.4921276,1.0,0.154,0,0,30.74,364.1,Step Time,0.32971014492753625,0.6606170598911071,0.2602472348731295,25583.34417696812,3197.918022121015,1.6357928330545108,False,,0.44980611000000004,36.2
2026-08-27 11:39:24,92,276,736,37660.0,8.019293e-05,8,0.4108028,1.0,0.134,0,0,37.66,297.2,Step Time,0.3333333333333333,0.6678765880217786,0.21242697822623474,20882.421667551782,2610.3027084439727,1.5080279441235747,False,,0.45690302000000005,35.846000000000004
2026-08-27 11:40:09,93,276,744,44935.3,7.975248e-05,8,0.4137176,1.0,0.131,0,0,44.94,249.1,Step Time,0.33695652173913043,0.6751361161524501,0.17801513128615934,17499.59946595461,2187.449933244326,1.5124299563510806,False,,0.44778342000000004,36.359
2026-08-27 11:40:40,94,276,752,31536.2,7.930859e-05,8,0.6234288,1.0,22.553,0,0,31.54,355.0,Step Time,0.34057971014492755,0.6823956442831216,0.25364616360177555,24934.432466708942,3116.804058338618,1.8653128742174794,False,grad_norm_spike,0.47793169999999996,35.706
2026-08-27 11:41:25,95,276,760,44352.7,7.886133e-05,8,0.4231762,1.0,0.161,0,0,44.35,252.4,Step Time,0.3442028985507246,0.6896551724137931,0.18038331454340473,17732.40135287486,2216.5501691093573,1.5268032950075257,False,,0.47391977,36.348
2026-08-27 11:41:56,96,276,768,31341.5,7.841078e-05,8,0.3926578,1.0,0.129,0,0,31.34,357.2,Step Time,0.34782608695652173,0.6969147005444646,0.2552648372686662,25093.554562858968,3136.694320357371,1.4809115346842117,False,,0.47327799,35.637
2026-08-27 11:42:26,97,276,776,30193.6,7.795697e-05,8,0.4576909,1.0,0.165,0,0,30.19,370.7,Step Time,0.35144927536231885,0.7041742286751361,0.26498840675720436,26049.420337860218,3256.1775422325272,1.5804204196030371,False,,0.47381711,34.947
2026-08-27 11:42:57,98,276,784,30969.7,7.75e-05,8,0.4935228,1.0,0.155,0,0,30.97,361.4,Step Time,0.35507246376811596,0.7114337568058077,0.2583144979011947,25393.348401679046,3174.168550209881,1.6380766840591738,False,,0.47225858,35.638999999999996
2026-08-27 11:43:43,99,276,792,45942.4,7.703991e-05,8,0.3768075,1.0,0.196,0,0,45.94,243.7,Step Time,0.358695652173913,0.7186932849364791,0.174140182847192,17118.676534610364,2139.8345668262955,1.4576236898021722,False,,0.45374412,35.781
2026-08-27 11:44:14,100,276,800,30965.3,7.657676e-05,8,0.4392763,1.0,0.143,0,0,30.97,361.5,Step Time,0.36231884057971014,0.7259528130671506,0.2583144979011947,25393.348401679046,3174.168550209881,1.5515839308079808,False,,0.45232083,35.864
2026-08-27 11:44:53,101,276,808,39291.0,7.611063e-05,8,0.3842451,1.0,0.116,0,0,39.29,284.9,Step Time,0.36594202898550726,0.7332123411978222,0.20361415118350726,20016.0855179435,2502.0106897429373,1.4685053282320406,False,,0.44153257999999995,36.719
2026-08-27 11:45:17,102,276,816,23867.5,7.564158e-05,8,0.3934368,1.0,0.14,0,0,23.87,469.0,Step Time,0.3695652173913043,0.7404718693284936,0.3351487222454964,32946.45999162128,4118.30749895266,1.48206561422535,False,,0.43979598,35.339999999999996
2026-08-27 11:45:48,103,276,824,30339.0,7.516967e-05,8,0.4137751,1.0,0.137,0,0,30.34,369.0,Step Time,0.37318840579710144,0.7477313974591652,0.26367831245880025,25920.632827949903,3240.079103493738,1.5125169235738545,False,,0.43980173,33.88
2026-08-27 11:46:25,104,276,832,37184.5,7.469497e-05,8,0.4315192,1.0,0.141,0,0,37.18,301.0,Step Time,0.37681159420289856,0.7549909255898367,0.2151694459386767,21152.017213555675,2644.0021516944594,1.539594700047814,False,,0.42061077,34.444
2026-08-27 11:47:03,105,276,840,37727.7,7.421754e-05,8,0.5168576,1.0,0.192,0,0,37.73,296.7,Step Time,0.3804347826086957,0.7622504537205081,0.2120328650940896,20843.678770209382,2605.459846276173,1.6767503420608754,False,,0.42997891,33.782
2026-08-27 11:47:34,106,276,848,31465.3,7.373745e-05,8,0.4188742,1.0,0.165,0,0,31.47,355.8,Step Time,0.38405797101449274,0.7695099818511797,0.2542103590721322,24989.895138226882,3123.7368922783603,1.5202490954240298,False,,0.43260055,33.795
2026-08-27 11:47:57,107,276,856,23384.1,7.325476e-05,8,0.4347925,1.0,0.229,0,0,23.38,478.7,Step Time,0.38768115942028986,0.7767695099818511,0.3421727972626176,33636.95466210436,4204.619332763045,1.5446425123744636,False,,0.43031071,33.114
2026-08-27 11:48:35,108,276,864,37291.3,7.276955e-05,8,0.3922102,1.0,0.122,0,0,37.29,300.2,Step Time,0.391304347826087,0.7840290381125227,0.2145347278090641,21089.621882542237,2636.2027353177796,1.4802488270063296,True,,0.42017945,33.745999999999995
2026-08-27 11:49:19,109,276,872,33980.4,7.228188e-05,8,0.4734319,1.0,0.142,0,0,33.98,329.4,Step Time,0.39492753623188404,0.7912885662431942,0.23543260741612715,23143.967039434963,2892.9958799293704,1.6054946463930246,False,,0.42984188999999995,32.55
2026-08-27 11:49:43,110,276,880,24376.9,7.179182e-05,8,0.3000765,1.0,0.128,0,0,24.38,459.2,Step Time,0.39855072463768115,0.7985480943738656,0.3281378178835111,32257.260049220673,4032.157506152584,1.349962075724739,False,,0.41592190999999995,31.891
2026-08-27 11:50:14,111,276,888,30746.4,7.129943e-05,8,0.4669339,1.0,0.277,0,0,30.75,364.1,Step Time,0.40217391304347827,0.8058076225045372,0.2601626016260163,25575.024390243903,3196.878048780488,1.5950959640890428,False,,0.42419079000000004,31.037
2026-08-27 11:50:38,112,276,896,23901.3,7.080479e-05,8,0.432762,1.0,0.145,0,0,23.9,468.3,Step Time,0.4057971014492754,0.8130671506352087,0.3347280334728034,32905.10460251046,4113.138075313807,1.5415092978256597,False,,0.42812331,31.04
2026-08-27 11:51:10,113,276,904,31612.5,7.030795e-05,8,0.4666843,1.0,0.155,0,0,31.61,354.1,Step Time,0.40942028985507245,0.8203266787658802,0.2530844669408415,24879.215438152485,3109.9019297690606,1.5946978778196395,False,,0.43341423,31.166999999999994
2026-08-27 11:51:49,114,276,912,39278.6,6.9809e-05,8,0.7408125,1.0,51.937,0,0,39.28,285.0,Step Time,0.41304347826086957,0.8275862068965517,0.20366598778004072,20021.181262729122,2502.6476578411402,2.0976391541097628,False,grad_norm_spike,0.46434356,31.377
