experiment,step,planned_steps,epoch,loss,learning_rate,grad_norm,skipped,nan
pc7-v2,147,276,1.0671506352087115,0.4566977,5.261844e-05,1621.807,0,0
pc7-v2,148,276,1.074410163339383,0.3703824,5.208988e-05,0.171,0,0
pc7-v2,149,276,1.0816696914700545,0.3677001,5.156172e-05,0.193,0,0
pc7-v2,150,276,1.0889292196007259,0.3308853,5.103404e-05,0.156,0,0
pc7-v2,151,276,1.0961887477313974,0.4442507,5.05069e-05,0.172,0,0
pc7-v2,152,276,1.103448275862069,0.5014948,4.998039e-05,0.183,0,0
pc7-v2,153,276,1.1107078039927405,0.3909796,4.945457e-05,0.236,0,0
pc7-v2,154,276,1.117967332123412,0.416155,4.892952e-05,0.191,0,0
pc7-v2,155,276,1.1252268602540836,0.495519,4.840531e-05,0.153,0,0
pc7-v2,156,276,1.132486388384755,0.3899822,4.788201e-05,0.196,0,0
pc7-v2,157,276,1.1397459165154264,0.4946944,4.73597e-05,0.787,0,0
pc7-v2,158,276,1.147005444646098,0.4104861,4.683845e-05,0.221,0,0
pc7-v2,159,276,1.1542649727767695,0.4461995,4.631833e-05,7.57,0,0
pc7-v2,160,276,1.161524500907441,0.3531365,4.579941e-05,0.171,0,0
pc7-v2,161,276,1.1687840290381126,0.5839718,4.528176e-05,4.377,0,0
pc7-v2,162,276,1.176043557168784,0.4027119,4.476546e-05,0.156,0,0
pc7-v2,163,276,1.1833030852994555,0.4195431,4.425057e-05,0.507,0,0
pc7-v2,164,276,1.190562613430127,0.5348564,4.373717e-05,0.204,0,0
pc7-v2,165,276,1.1978221415607986,0.9250662,4.322533e-05,200.657,0,0
pc7-v2,166,276,1.2050816696914701,0.496369,4.271512e-05,0.185,0,0
pc7-v2,167,276,1.2123411978221417,0.4534554,4.220662e-05,0.168,0,0
pc7-v2,168,276,1.219600725952813,0.4849987,4.169988e-05,0.191,0,0
pc7-v2,169,276,1.2268602540834845,0.4053687,4.119499e-05,0.175,0,0
pc7-v2,170,276,1.234119782214156,0.5616438,4.0692e-05,0.244,0,0
pc7-v2,171,276,1.2413793103448276,0.4282978,4.0191e-05,0.165,0,0
pc7-v2,172,276,1.2486388384754992,0.4941359,3.969205e-05,0.167,0,0
pc7-v2,173,276,1.2558983666061705,0.4394881,3.919522e-05,0.157,0,0
pc7-v2,174,276,1.263157894736842,0.4666649,3.870057e-05,0.143,0,0
pc7-v2,175,276,1.2704174228675136,0.5627627,3.820818e-05,0.196,0,0
pc7-v2,176,276,1.2776769509981851,0.4645057,3.771812e-05,0.454,0,0
pc7-v2,177,276,1.2849364791288567,0.436203,3.723045e-05,1.395,0,0
pc7-v2,178,276,1.2921960072595282,0.4984824,3.674523e-05,0.161,0,0
pc7-v2,179,276,1.2994555353901995,0.4457859,3.626255e-05,0.426,0,0
pc7-v2,180,276,1.306715063520871,0.4650731,3.578246e-05,367.765,0,0
pc7-v2,181,276,1.3139745916515426,0.486759,3.530503e-05,0.206,0,0
pc7-v2,182,276,1.3212341197822142,0.5016149,3.483033e-05,0.171,0,0
pc7-v2,183,276,1.3284936479128857,0.4508188,3.435842e-05,0.247,0,0
pc7-v2,184,276,1.3357531760435573,0.4828627,3.388937e-05,0.161,0,0
pc7-v2,185,276,1.3430127041742286,0.4089948,3.342324e-05,0.165,0,0
pc7-v2,186,276,1.3502722323049001,0.3760655,3.296009e-05,0.137,0,0
pc7-v2,187,276,1.3575317604355717,0.3884918,3.25e-05,0.195,0,0
pc7-v2,188,276,1.3647912885662432,0.4641645,3.204302e-05,0.168,0,0
pc7-v2,189,276,1.3720508166969148,0.9853866,3.158922e-05,4405.749,0,0
pc7-v2,190,276,1.3793103448275863,0.4539742,3.113867e-05,0.159,0,0
pc7-v2,191,276,1.3865698729582576,0.4497414,3.069141e-05,0.143,0,0
pc7-v2,192,276,1.3938294010889292,0.4613981,3.024753e-05,0.155,0,0
pc7-v2,193,276,1.4010889292196007,0.4310124,2.980706e-05,0.418,0,0
pc7-v2,194,276,1.4083484573502723,0.3605669,2.937009e-05,0.147,0,0
pc7-v2,195,276,1.4156079854809438,0.4121046,2.893666e-05,0.205,0,0
pc7-v2,196,276,1.4228675136116153,0.3577636,2.850685e-05,0.125,0,0
pc7-v2,197,276,1.4301270417422867,0.8706951,2.80807e-05,1371.411,0,0
pc7-v2,198,276,1.4373865698729582,0.3342075,2.765827e-05,0.163,0,0
pc7-v2,199,276,1.4446460980036298,0.4761151,2.723964e-05,0.159,0,0
pc7-v2,200,276,1.4519056261343013,0.4253561,2.682484e-05,1.203,0,0
pc7-v2,201,276,1.4591651542649728,0.4814312,2.641395e-05,0.155,0,0
pc7-v2,202,276,1.4664246823956444,0.5200977,2.600701e-05,0.135,0,0
pc7-v2,203,276,1.4736842105263157,0.448174,2.560409e-05,0.131,0,0
pc7-v2,204,276,1.4809437386569873,0.4728247,2.520524e-05,2.532,0,0
pc7-v2,205,276,1.4882032667876588,0.489588,2.481051e-05,0.169,0,0
pc7-v2,206,276,1.4954627949183303,0.4107217,2.441996e-05,0.143,0,0
pc7-v2,207,276,1.5027223230490019,0.552128,2.403365e-05,0.189,0,0
pc7-v2,208,276,1.5099818511796734,0.3950541,2.365162e-05,0.114,0,0
pc7-v2,209,276,1.5172413793103448,0.4625179,2.327393e-05,0.144,0,0
pc7-v2,210,276,1.5245009074410163,0.4818252,2.290064e-05,0.156,0,0
pc7-v2,211,276,1.5317604355716878,0.3839959,2.253179e-05,0.199,0,0
pc7-v2,212,276,1.5390199637023594,0.8623269,2.216743e-05,209.118,0,0
pc7-v2,213,276,1.546279491833031,0.3233341,2.180762e-05,0.199,0,0
pc7-v2,214,276,1.5535390199637023,0.3860026,2.14524e-05,0.152,0,0
pc7-v2,215,276,1.5607985480943738,0.4542095,2.110183e-05,0.151,0,0
pc7-v2,216,276,1.5680580762250453,0.4686962,2.075596e-05,0.193,0,0
pc7-v2,217,276,1.5753176043557169,0.3435566,2.041482e-05,0.246,0,0
pc7-v2,218,276,1.5825771324863884,0.4175536,2.007847e-05,0.185,0,0
pc7-v2,219,276,1.58983666061706,0.4143853,1.974695e-05,0.261,0,0
pc7-v2,220,276,1.5970961887477313,0.3961531,1.942032e-05,0.147,0,0
pc7-v2,221,276,1.6043557168784028,0.4788444,1.909861e-05,0.769,0,0
pc7-v2,222,276,1.6116152450090744,0.3287411,1.878187e-05,0.231,0,0
pc7-v2,223,276,1.618874773139746,0.4197432,1.847015e-05,0.171,0,0
pc7-v2,224,276,1.6261343012704175,0.3830572,1.816348e-05,0.171,0,0
pc7-v2,225,276,1.633393829401089,0.4966873,1.786192e-05,0.181,0,0
pc7-v2,226,276,1.6406533575317603,0.6375487,1.756549e-05,11.019,0,0
pc7-v2,227,276,1.6479128856624319,0.4659409,1.727425e-05,0.184,0,0
pc7-v2,228,276,1.6551724137931034,0.4914902,1.698823e-05,0.138,0,0
pc7-v2,229,276,1.662431941923775,0.4948688,1.670747e-05,0.168,0,0
pc7-v2,230,276,1.6696914700544465,0.3844778,1.643202e-05,0.138,0,0
pc7-v2,231,276,1.676950998185118,0.4465554,1.61619e-05,0.182,0,0
pc7-v2,232,276,1.6842105263157894,0.6311428,1.589716e-05,243.846,0,0
pc7-v2,233,276,1.691470054446461,0.6241492,1.563784e-05,10.966,0,0
pc7-v2,234,276,1.6987295825771325,0.3995462,1.538396e-05,0.183,0,0
pc7-v2,235,276,1.705989110707804,0.4831681,1.513557e-05,0.263,0,0
pc7-v2,236,276,1.7132486388384756,0.4801522,1.489269e-05,0.186,0,0
pc7-v2,237,276,1.720508166969147,0.3396981,1.465537e-05,0.156,0,0
pc7-v2,238,276,1.7277676950998184,0.4623802,1.442364e-05,0.162,0,0
pc7-v2,239,276,1.73502722323049,0.3750491,1.419752e-05,0.779,0,0
pc7-v2,240,276,1.7422867513611615,0.3960275,1.397705e-05,0.154,0,0
pc7-v2,241,276,1.749546279491833,0.4061326,1.376226e-05,0.282,0,0
pc7-v2,242,276,1.7568058076225046,0.4341901,1.355318e-05,0.259,0,0
pc7-v2,243,276,1.7640653357531761,0.5097841,1.334984e-05,0.19,0,0
pc7-v2,244,276,1.7713248638838475,0.3903146,1.315227e-05,0.213,0,0
pc7-v2,245,276,1.778584392014519,0.3536744,1.296048e-05,0.185,0,0
pc7-v2,246,276,1.7858439201451906,0.6916681,1.277452e-05,6.962,0,0
pc7-v2,247,276,1.793103448275862,0.4198383,1.259441e-05,0.173,0,0
pc7-v2,248,276,1.8003629764065336,0.3607263,1.242016e-05,0.217,0,0
pc7-v2,249,276,1.8076225045372052,0.454872,1.225181e-05,0.188,0,0
pc7-v2,250,276,1.8148820326678765,0.4024315,1.208938e-05,0.196,0,0
pc7-v2,251,276,1.822141560798548,0.7579109,1.193288e-05,55.383,0,0
pc7-v2,252,276,1.8294010889292196,0.5190024,1.178236e-05,0.184,0,0
pc7-v2,253,276,1.8366606170598911,0.5842198,1.163781e-05,0.699,0,0
pc7-v2,254,276,1.8439201451905627,0.4439997,1.149927e-05,0.16,0,0
pc7-v2,255,276,1.851179673321234,0.7382007,1.136675e-05,679.292,0,0
pc7-v2,256,276,1.8584392014519056,0.4440526,1.124026e-05,0.207,0,0
pc7-v2,257,276,1.865698729582577,0.5350617,1.111984e-05,0.358,0,0
pc7-v2,258,276,1.8729582577132486,0.519538,1.10055e-05,0.227,0,0
pc7-v2,259,276,1.8802177858439202,0.4979956,1.089724e-05,0.167,0,0
pc7-v2,260,276,1.8874773139745917,0.4411403,1.079509e-05,0.103,0,0
pc7-v2,261,276,1.894736842105263,0.4416693,1.069906e-05,0.151,0,0
pc7-v2,262,276,1.9019963702359346,0.3355743,1.060916e-05,0.16,0,0
pc7-v2,263,276,1.9092558983666061,0.416234,1.052541e-05,0.17,0,0
pc7-v2,264,276,1.9165154264972777,0.5010021,1.044782e-05,1.234,0,0
pc7-v2,265,276,1.9237749546279492,0.4930432,1.037639e-05,0.198,0,0
pc7-v2,266,276,1.9310344827586208,0.361261,1.031114e-05,0.327,0,0
pc7-v2,267,276,1.938294010889292,0.4137481,1.025208e-05,0.135,0,0
pc7-v2,268,276,1.9455535390199636,0.5152226,1.019921e-05,0.173,0,0
pc7-v2,269,276,1.9528130671506352,0.3667828,1.015255e-05,0.135,0,0
pc7-v2,270,276,1.9600725952813067,0.4587266,1.011209e-05,0.139,0,0
pc7-v2,271,276,1.9673321234119783,0.4115064,1.007785e-05,0.159,0,0
pc7-v2,272,276,1.9745916515426498,0.4277588,1.004983e-05,0.36,0,0
pc7-v2,273,276,1.9818511796733211,0.5732621,1.002803e-05,0.205,0,0
pc7-v2,274,276,1.9891107078039927,0.6670046,1.001246e-05,3098.579,0,0
pc7-v2,275,276,1.9963702359346642,0.4476334,1.000311e-05,0.226,0,0
pc7-v2,276,276,2.0036297640653356,0.348759,1e-05,0.167,0,0
