experiment,step,planned_steps,epoch,loss,learning_rate,grad_norm,skipped,nan
pc8-v2.1,73,252,0.5782178217821782,0.480305,8.513957e-05,0.143,0,0
pc8-v2.1,74,252,0.5861386138613861,0.4425761,8.470684e-05,0.344,0,0
pc8-v2.1,75,252,0.594059405940594,0.4485513,8.42692e-05,0.17,0,0
pc8-v2.1,76,252,0.601980198019802,0.4868046,8.382669e-05,0.124,0,0
pc8-v2.1,77,252,0.6099009900990099,0.4106659,8.337941e-05,2.047,0,0
pc8-v2.1,78,252,0.6178217821782178,0.528892,8.292743e-05,0.191,0,0
pc8-v2.1,79,252,0.6257425742574257,0.4826064,8.247081e-05,0.201,0,0
pc8-v2.1,80,252,0.6336633663366337,0.3802179,8.200964e-05,0.201,0,0
pc8-v2.1,81,252,0.6415841584158416,0.5652465,8.154399e-05,1.174,0,0
pc8-v2.1,82,252,0.6495049504950495,0.3570728,8.107395e-05,0.176,0,0
pc8-v2.1,83,252,0.6574257425742575,0.3718685,8.059958e-05,0.246,0,0
pc8-v2.1,84,252,0.6653465346534654,0.4717702,8.012097e-05,0.293,0,0
pc8-v2.1,85,252,0.6732673267326733,0.4407919,7.963819e-05,0.176,0,0
pc8-v2.1,86,252,0.6811881188118812,0.4459035,7.915133e-05,0.208,0,0
pc8-v2.1,87,252,0.689108910891089,0.4332161,7.866047e-05,0.124,0,0
pc8-v2.1,88,252,0.697029702970297,0.4646263,7.816568e-05,0.151,0,0
pc8-v2.1,89,252,0.7049504950495049,0.5111108,7.766705e-05,0.191,0,0
pc8-v2.1,90,252,0.7128712871287128,0.4261567,7.716467e-05,0.283,0,0
pc8-v2.1,91,252,0.7207920792079208,0.4221014,7.66586e-05,0.194,0,0
pc8-v2.1,92,252,0.7287128712871287,0.3144003,7.614895e-05,0.145,0,0
pc8-v2.1,93,252,0.7366336633663366,0.509827,7.56358e-05,0.195,0,0
pc8-v2.1,94,252,0.7445544554455445,0.5498485,7.511922e-05,0.177,0,0
pc8-v2.1,95,252,0.7524752475247525,0.5725486,7.459931e-05,0.18,0,0
pc8-v2.1,96,252,0.7603960396039604,0.4112294,7.407615e-05,0.159,0,0
pc8-v2.1,97,252,0.7683168316831683,0.4378022,7.354983e-05,0.103,0,0
pc8-v2.1,98,252,0.7762376237623763,0.413745,7.302043e-05,0.217,0,0
pc8-v2.1,99,252,0.7841584158415842,0.424933,7.248804e-05,0.437,0,0
pc8-v2.1,100,252,0.7920792079207921,0.3725975,7.195275e-05,0.166,0,0
pc8-v2.1,101,252,0.8,0.5803679,7.141466e-05,7.968,0,0
pc8-v2.1,102,252,0.807920792079208,0.5461646,7.087384e-05,0.15,0,0
pc8-v2.1,103,252,0.8158415841584158,0.3992314,7.03304e-05,0.159,0,0
pc8-v2.1,104,252,0.8237623762376237,0.5189438,6.978441e-05,0.139,0,0
pc8-v2.1,105,252,0.8316831683168316,0.4637654,6.923597e-05,0.25,0,0
pc8-v2.1,106,252,0.8396039603960396,0.4008527,6.868517e-05,0.137,0,0
pc8-v2.1,107,252,0.8475247524752475,0.4541523,6.81321e-05,0.173,0,0
pc8-v2.1,108,252,0.8554455445544554,0.5143909,6.757685e-05,0.155,0,0
pc8-v2.1,109,252,0.8633663366336634,0.4647461,6.701952e-05,0.129,0,0
pc8-v2.1,110,252,0.8712871287128713,0.3638311,6.64602e-05,0.267,0,0
pc8-v2.1,111,252,0.8792079207920792,0.3598252,6.589898e-05,0.174,0,0
pc8-v2.1,112,252,0.8871287128712871,0.3783278,6.533595e-05,0.136,0,0
pc8-v2.1,113,252,0.8950495049504951,0.4066603,6.477121e-05,0.161,0,0
pc8-v2.1,114,252,0.902970297029703,0.440256,6.420484e-05,0.2,0,0
pc8-v2.1,115,252,0.9108910891089109,0.5030015,6.363695e-05,0.26,0,0
pc8-v2.1,116,252,0.9188118811881189,0.7821749,6.306764e-05,38.692,0,0
pc8-v2.1,117,252,0.9267326732673268,0.4698024,6.249698e-05,0.465,0,0
pc8-v2.1,118,252,0.9346534653465347,0.3256663,6.192508e-05,0.15,0,0
pc8-v2.1,119,252,0.9425742574257425,0.4822455,6.135202e-05,0.183,0,0
pc8-v2.1,120,252,0.9504950495049505,0.4036335,6.077793e-05,0.139,0,0
pc8-v2.1,121,252,0.9584158415841584,0.3462462,6.020287e-05,0.257,0,0
pc8-v2.1,122,252,0.9663366336633663,0.4296959,5.962695e-05,0.218,0,0
pc8-v2.1,123,252,0.9742574257425742,0.4982924,5.905026e-05,0.141,0,0
pc8-v2.1,124,252,0.9821782178217822,0.4380971,5.84729e-05,0.146,0,0
pc8-v2.1,125,252,0.9900990099009901,0.3592165,5.789496e-05,0.193,0,0
pc8-v2.1,126,252,0.998019801980198,0.4813262,5.731655e-05,0.178,0,0
pc8-v2.1,127,252,1.005940594059406,0.5390499,5.673774e-05,0.144,0,0
pc8-v2.1,128,252,1.0138613861386139,1.116434,5.615866e-05,152.174,0,0
pc8-v2.1,129,252,1.0217821782178218,0.449471,5.557938e-05,0.121,0,0
pc8-v2.1,130,252,1.0297029702970297,0.5164578,5.5e-05,0.483,0,0
pc8-v2.1,131,252,1.0376237623762377,0.4079066,5.442062e-05,0.167,0,0
pc8-v2.1,132,252,1.0455445544554456,0.7709941,5.384134e-05,336.91,0,0
pc8-v2.1,133,252,1.0534653465346535,0.3707752,5.326225e-05,0.136,0,0
pc8-v2.1,134,252,1.0613861386138614,0.4004454,5.268346e-05,0.165,0,0
pc8-v2.1,135,252,1.0693069306930694,0.4665826,5.210504e-05,0.189,0,0
pc8-v2.1,136,252,1.0772277227722773,0.426818,5.152711e-05,0.174,0,0
pc8-v2.1,137,252,1.0851485148514852,0.5343831,5.094974e-05,0.183,0,0
pc8-v2.1,138,252,1.0930693069306932,0.4622023,5.037306e-05,0.159,0,0
pc8-v2.1,139,252,1.100990099009901,0.5167587,4.979713e-05,0.22,0,0
pc8-v2.1,140,252,1.108910891089109,0.3935625,4.922208e-05,0.162,0,0
pc8-v2.1,141,252,1.116831683168317,0.5300522,4.864797e-05,0.161,0,0
pc8-v2.1,142,252,1.1247524752475249,0.4427605,4.807492e-05,0.195,0,0
pc8-v2.1,143,252,1.1326732673267326,0.3957712,4.750302e-05,0.284,0,0
pc8-v2.1,144,252,1.1405940594059405,0.5744664,4.693236e-05,0.2,0,0
pc8-v2.1,145,252,1.1485148514851484,0.473054,4.636305e-05,0.172,0,0
pc8-v2.1,146,252,1.1564356435643564,0.398101,4.579516e-05,0.194,0,0
pc8-v2.1,147,252,1.1643564356435643,0.5223514,4.522879e-05,0.138,0,0
pc8-v2.1,148,252,1.1722772277227722,0.3966189,4.466405e-05,0.146,0,0
pc8-v2.1,149,252,1.1801980198019801,0.4461746,4.410102e-05,0.169,0,0
pc8-v2.1,150,252,1.188118811881188,0.4059407,4.35398e-05,0.204,0,0
pc8-v2.1,151,252,1.196039603960396,0.3253494,4.298047e-05,0.147,0,0
pc8-v2.1,152,252,1.203960396039604,0.3734447,4.242315e-05,0.272,0,0
pc8-v2.1,153,252,1.2118811881188118,0.6435425,4.18679e-05,106.81,0,0
pc8-v2.1,154,252,1.2198019801980198,0.4480908,4.131483e-05,16.823,0,0
pc8-v2.1,155,252,1.2277227722772277,0.3475037,4.076403e-05,0.133,0,0
pc8-v2.1,156,252,1.2356435643564356,0.3719727,4.021559e-05,0.358,0,0
pc8-v2.1,157,252,1.2435643564356436,0.3625956,3.966961e-05,0.168,0,0
pc8-v2.1,158,252,1.2514851485148515,0.4433481,3.912616e-05,0.356,0,0
pc8-v2.1,159,252,1.2594059405940594,0.4697076,3.858534e-05,0.182,0,0
pc8-v2.1,160,252,1.2673267326732673,0.4716756,3.804724e-05,0.164,0,0
pc8-v2.1,161,252,1.2752475247524753,0.3245062,3.751196e-05,0.249,0,0
pc8-v2.1,162,252,1.2831683168316832,0.7778321,3.697957e-05,11.122,0,0
pc8-v2.1,163,252,1.2910891089108911,0.503577,3.645018e-05,0.143,0,0
pc8-v2.1,164,252,1.299009900990099,0.3159983,3.592385e-05,0.131,0,0
pc8-v2.1,165,252,1.306930693069307,0.5602702,3.540069e-05,0.138,0,0
pc8-v2.1,166,252,1.314851485148515,0.3778769,3.488078e-05,0.209,0,0
pc8-v2.1,167,252,1.3227722772277228,0.3082127,3.43642e-05,0.196,0,0
pc8-v2.1,168,252,1.3306930693069308,0.3491664,3.385105e-05,0.162,0,0
pc8-v2.1,169,252,1.3386138613861387,0.3379886,3.33414e-05,0.132,0,0
pc8-v2.1,170,252,1.3465346534653466,0.4840622,3.283534e-05,0.174,0,0
pc8-v2.1,171,252,1.3544554455445545,0.4171372,3.233295e-05,0.245,0,0
pc8-v2.1,172,252,1.3623762376237625,0.3457639,3.183432e-05,0.16,0,0
pc8-v2.1,173,252,1.3702970297029704,0.5024037,3.133954e-05,0.273,0,0
pc8-v2.1,174,252,1.378217821782178,0.4196386,3.084867e-05,0.284,0,0
pc8-v2.1,175,252,1.386138613861386,0.4008792,3.036181e-05,0.122,0,0
pc8-v2.1,176,252,1.394059405940594,0.4461513,2.987903e-05,0.18,0,0
pc8-v2.1,177,252,1.401980198019802,0.8872836,2.940042e-05,347.754,0,0
pc8-v2.1,178,252,1.4099009900990098,0.3589912,2.892605e-05,0.132,0,0
pc8-v2.1,179,252,1.4178217821782177,0.4956976,2.8456e-05,0.118,0,0
pc8-v2.1,180,252,1.4257425742574257,0.4373159,2.799036e-05,0.173,0,0
pc8-v2.1,181,252,1.4336633663366336,0.4168815,2.752919e-05,0.169,0,0
pc8-v2.1,182,252,1.4415841584158415,0.329522,2.707257e-05,0.155,0,0
pc8-v2.1,183,252,1.4495049504950495,0.4571718,2.662059e-05,2.073,0,0
pc8-v2.1,184,252,1.4574257425742574,0.5459731,2.617331e-05,0.162,0,0
pc8-v2.1,185,252,1.4653465346534653,0.5003943,2.573081e-05,0.149,0,0
pc8-v2.1,186,252,1.4732673267326732,0.3430923,2.529315e-05,0.167,0,0
pc8-v2.1,187,252,1.4811881188118812,0.3837208,2.486043e-05,0.171,0,0
pc8-v2.1,188,252,1.489108910891089,0.4901191,2.44327e-05,0.176,0,0
pc8-v2.1,189,252,1.497029702970297,0.5152671,2.401004e-05,0.163,0,0
pc8-v2.1,190,252,1.504950495049505,0.422735,2.359251e-05,0.122,0,0
pc8-v2.1,191,252,1.5128712871287129,0.9033758,2.31802e-05,2640.981,0,0
pc8-v2.1,192,252,1.5207920792079208,0.4580798,2.277315e-05,0.186,0,0
pc8-v2.1,193,252,1.5287128712871287,0.4122606,2.237145e-05,0.185,0,0
pc8-v2.1,194,252,1.5366336633663367,0.4070212,2.197516e-05,0.156,0,0
pc8-v2.1,195,252,1.5445544554455446,0.4136734,2.158434e-05,0.188,0,0
pc8-v2.1,196,252,1.5524752475247525,0.3730885,2.119906e-05,0.163,0,0
pc8-v2.1,197,252,1.5603960396039604,0.4722275,2.081939e-05,0.207,0,0
pc8-v2.1,198,252,1.5683168316831684,0.514953,2.044538e-05,0.149,0,0
pc8-v2.1,199,252,1.5762376237623763,0.4722285,2.00771e-05,0.196,0,0
pc8-v2.1,200,252,1.5841584158415842,0.4586098,1.971461e-05,0.211,0,0
pc8-v2.1,201,252,1.5920792079207922,0.4452219,1.935797e-05,0.138,0,0
pc8-v2.1,202,252,1.6,0.5187531,1.900723e-05,0.157,0,0
pc8-v2.1,203,252,1.607920792079208,0.4798559,1.866247e-05,367.225,0,0
pc8-v2.1,204,252,1.615841584158416,0.4724879,1.832372e-05,0.204,0,0
pc8-v2.1,205,252,1.6237623762376239,0.5124692,1.799106e-05,0.159,0,0
pc8-v2.1,206,252,1.6316831683168316,0.4028692,1.766453e-05,0.255,0,0
pc8-v2.1,207,252,1.6396039603960395,0.555877,1.73442e-05,0.631,0,0
pc8-v2.1,208,252,1.6475247524752474,0.3790896,1.70301e-05,2.423,0,0
pc8-v2.1,209,252,1.6554455445544554,0.3334327,1.67223e-05,0.286,0,0
pc8-v2.1,210,252,1.6633663366336633,0.5158388,1.642084e-05,0.159,0,0
pc8-v2.1,211,252,1.6712871287128712,0.4122187,1.612578e-05,0.188,0,0
pc8-v2.1,212,252,1.6792079207920791,0.4237511,1.583716e-05,0.187,0,0
pc8-v2.1,213,252,1.687128712871287,0.4902548,1.555504e-05,0.176,0,0
pc8-v2.1,214,252,1.695049504950495,0.417157,1.527945e-05,0.127,0,0
pc8-v2.1,215,252,1.702970297029703,0.4881084,1.501045e-05,0.151,0,0
pc8-v2.1,216,252,1.7108910891089109,0.4676387,1.474808e-05,0.178,0,0
pc8-v2.1,217,252,1.7188118811881188,0.3978024,1.449238e-05,0.128,0,0
pc8-v2.1,218,252,1.7267326732673267,0.284876,1.42434e-05,0.164,0,0
pc8-v2.1,219,252,1.7346534653465346,0.4895768,1.400117e-05,0.13,0,0
pc8-v2.1,220,252,1.7425742574257426,0.560344,1.376574e-05,0.195,0,0
pc8-v2.1,221,252,1.7504950495049505,0.5393394,1.353714e-05,0.178,0,0
pc8-v2.1,222,252,1.7584158415841584,0.3826106,1.331542e-05,0.186,0,0
pc8-v2.1,223,252,1.7663366336633664,0.4262888,1.310061e-05,0.123,0,0
pc8-v2.1,224,252,1.7742574257425743,0.6621074,1.289274e-05,1938.05,0,0
pc8-v2.1,225,252,1.7821782178217822,0.3952378,1.269186e-05,0.207,0,0
pc8-v2.1,226,252,1.7900990099009901,0.3780191,1.249799e-05,0.168,0,0
pc8-v2.1,227,252,1.798019801980198,0.5693489,1.231116e-05,0.194,0,0
pc8-v2.1,228,252,1.805940594059406,0.7178075,1.213141e-05,2388.949,0,0
pc8-v2.1,229,252,1.813861386138614,0.392593,1.195876e-05,0.166,0,0
pc8-v2.1,230,252,1.8217821782178218,0.5916926,1.179326e-05,0.148,0,0
pc8-v2.1,231,252,1.8297029702970298,0.3022295,1.163491e-05,0.283,0,0
pc8-v2.1,232,252,1.8376237623762377,0.4644013,1.148375e-05,0.245,0,0
pc8-v2.1,233,252,1.8455445544554456,0.3854855,1.133981e-05,0.122,0,0
pc8-v2.1,234,252,1.8534653465346536,0.5124453,1.12031e-05,0.21,0,0
pc8-v2.1,235,252,1.8613861386138615,0.4557575,1.107366e-05,0.174,0,0
pc8-v2.1,236,252,1.8693069306930694,0.4257118,1.095149e-05,0.181,0,0
pc8-v2.1,237,252,1.8772277227722771,0.3111687,1.083663e-05,0.142,0,0
pc8-v2.1,238,252,1.885148514851485,0.3480548,1.072909e-05,0.178,0,0
pc8-v2.1,239,252,1.893069306930693,0.4191463,1.062889e-05,0.154,0,0
pc8-v2.1,240,252,1.900990099009901,0.4487642,1.053605e-05,0.142,0,0
pc8-v2.1,241,252,1.9089108910891088,0.4785452,1.045057e-05,0.165,0,0
pc8-v2.1,242,252,1.9168316831683168,0.6038724,1.037248e-05,4.687,0,0
pc8-v2.1,243,252,1.9247524752475247,0.5447847,1.030179e-05,8.83,0,0
pc8-v2.1,244,252,1.9326732673267326,0.3172095,1.023851e-05,0.152,0,0
pc8-v2.1,245,252,1.9405940594059405,0.4410309,1.018264e-05,0.201,0,0
pc8-v2.1,246,252,1.9485148514851485,0.4557815,1.013421e-05,0.12,0,0
pc8-v2.1,247,252,1.9564356435643564,0.3147266,1.009322e-05,0.228,0,0
pc8-v2.1,248,252,1.9643564356435643,0.3792089,1.005967e-05,0.219,0,0
pc8-v2.1,249,252,1.9722772277227723,0.5129009,1.003357e-05,0.143,0,0
pc8-v2.1,250,252,1.9801980198019802,0.4345241,1.001492e-05,0.235,0,0
pc8-v2.1,251,252,1.988118811881188,0.3113966,1.000373e-05,0.25,0,0
pc8-v2.1,252,252,1.996039603960396,0.4387299,1e-05,0.162,0,0
